customer_id,age,gender,occupation,field,income_level,current_phone_brand,current_phone_model_year,,,,,,,,,,,,
368,33,Male,Employed,Data Scientist,High,Apple,2023,,,,,,,,,,,,
369,27,Female,Freelancer,,Medium,Samsung,2021,,,,,,,,,,,,
370,60,Male,Retired,,Low,Google,2019,,,,,,,,,,,,
371,38,Female,Employed,Marketing Specialist,Medium,Apple,2022,,,,,,,,,,,,
372,24,Male,Student,Arts,Low,Other Android,2020,,,,,,,,,,,,
373,51,Male,Employed,IT Consultant,High,Samsung,2023,,,,,,,,,,,,
374,31,Female,Freelancer,,Medium,Apple,2021,,,,,,,,,,,,
375,58,Female,Retired,,Low,Google,2019,,,,,,,,,,,,
376,36,Male,Employed,Healthcare Professional,Medium,Samsung,2022,,,,,,,,,,,,
377,21,Female,Student,Computer Science,Low,Other Android,2020,,,,,,,,,,,,
378,49,Female,Employed,Software Engineer,High,Apple,2023,,,,,,,,,,,,
379,30,Male,Freelancer,,Medium,Samsung,2021,,,,,,,,,,,,
380,62,Male,Retired,,Low,Google,2019,,,,,,,,,,,,
381,34,Female,Employed,Teacher,Medium,Apple,2022,,,,,,,,,,,,
382,23,Male,Student,Business,Low,Other Android,2020,,,,,,,,,,,,
383,47,Male,Employed,Data Scientist,High,Samsung,2023,,,,,,,,,,,,
384,28,Female,Freelancer,,Medium,Apple,2021,,,,,,,,,,,,
385,56,Female,Retired,,Low,Google,2019,,,,,,,,,,,,
386,39,Male,Employed,Accountant,Medium,Samsung,2022,,,,,,,,,,,,
387,19,Female,Student,Engineering,Low,Other Android,2020,,,,,,,,,,,,
388,50,Female,Employed,UX Designer,High,Apple,2023,,,,,,,,,,,,
389,32,Male,Freelancer,,Medium,Samsung,2021,,,,,,,,,,,,
390,61,Male,Retired,,Low,Google,2019,,,,,,,,,,,,
391,37,Female,Employed,Sales Manager,Medium,Apple,2022,,,,,,,,,,,,
392,25,Male,Student,Healthcare,Low,Other Android,2020,,,,,,,,,,,,
393,46,Male,Employed,Software Engineer,High,Samsung,2023,,,,,,,,,,,,
394,26,Female,Freelancer,,Medium,Apple,2021,,,,,,,,,,,,
395,57,Female,Retired,,Low,Google,2019,,,,,,,,,,,,
396,40,Male,Employed,Marketing Specialist,Medium,Samsung,2022,,,,,,,,,,,,
397,18,Female,Student,Arts,Low,Other Android,2020,,,,,,,,,,,,
398,52,Female,Employed,Data Scientist,High,Apple,2023,,,,,,,,,,,,
399,33,Male,Freelancer,,Medium,Samsung,2021,,,,,,,,,,,,
400,63,Male,Retired,,Low,Google,2019,,,,,,,,,,,,
401,35,Female,Employed,Healthcare Professional,Medium,Apple,2022,,,,,,,,,,,,
402,22,Male,Student,Computer Science,Low,Other Android,2020,,,,,,,,,,,,
403,48,Male,Employed,IT Consultant,High,Samsung,2023,,,,,,,,,,,,
404,29,Female,Freelancer,,Medium,Apple,2021,,,,,,,,,,,,
405,55,Female,Retired,,Low,Google,2019,,,,,,,,,,,,
406,41,Male,Employed,Teacher,Medium,Samsung,2022,,,,,,,,,,,,
407,20,Female,Student,Business,Low,Other Android,2020,,,,,,,,,,,,
408,33,Male,Employed,UX Designer,High,Apple,2023,,,,,,,,,,,,
409,27,Female,Freelancer,,Medium,Samsung,2021,,,,,,,,,,,,
410,60,Male,Retired,,Low,Google,2019,,,,,,,,,,,,
411,38,Female,Employed,Accountant,Medium,Apple,2022,,,,,,,,,,,,
412,24,Male,Student,Engineering,Low,Other Android,2020,,,,,,,,,,,,
413,51,Male,Employed,Software Engineer,High,Samsung,2023,,,,,,,,,,,,
414,31,Female,Freelancer,,Medium,Apple,2021,,,,,,,,,,,,
415,58,Female,Retired,,Low,Google,2019,,,,,,,,,,,,
416,36,Male,Employed,Sales Manager,Medium,Samsung,2022,,,,,,,,,,,,
417,21,Female,Student,Healthcare,Low,Other Android,2020,,,,,,,,,,,,
418,49,Female,Employed,Data Scientist,High,Apple,2023,,,,,,,,,,,,
419,30,Male,Freelancer,,Medium,Samsung,2021,,,,,,,,,,,,
420,62,Male,Retired,,Low,Google,2019,,,,,,,,,,,,
421,34,Female,Employed,Marketing Specialist,Medium,Apple,2022,,,,,,,,,,,,
422,23,Male,Student,Arts,Low,Other Android,2020,,,,,,,,,,,,
423,47,Male,Employed,IT Consultant,High,Samsung,2023,,,,,,,,,,,,
424,28,Female,Freelancer,,Medium,Apple,2021,,,,,,,,,,,,
425,56,Female,Retired,,Low,Google,2019,,,,,,,,,,,,
426,39,Male,Employed,Healthcare Professional,Medium,Samsung,2022,,,,,,,,,,,,
427,19,Female,Student,Computer Science,Low,Other Android,2020,,,,,,,,,,,,
428,50,Female,Employed,Software Engineer,High,Apple,2023,,,,,,,,,,,,
429,32,Male,Freelancer,,Medium,Samsung,2021,,,,,,,,,,,,
430,61,Male,Retired,,Low,Google,2019,,,,,,,,,,,,
431,37,Female,Employed,Teacher,Medium,Apple,2022,,,,,,,,,,,,
432,25,Male,Student,Business,Low,Other Android,2020,,,,,,,,,,,,
433,46,Male,Employed,Data Scientist,High,Samsung,2023,,,,,,,,,,,,
434,26,Female,Freelancer,,Medium,Apple,2021,,,,,,,,,,,,
435,57,Female,Retired,,Low,Google,2019,,,,,,,,,,,,
436,40,Male,Employed,Accountant,Medium,Samsung,2022,,,,,,,,,,,,
437,18,Female,Student,Engineering,Low,Other Android,2020,,,,,,,,,,,,
438,52,Female,Employed,UX Designer,High,Apple,2023,,,,,,,,,,,,
439,33,Male,Freelancer,,Medium,Samsung,2021,,,,,,,,,,,,
440,63,Male,Retired,,Low,Google,2019,,,,,,,,,,,,
441,35,Female,Employed,Sales Manager,Medium,Apple,2022,,,,,,,,,,,,
442,22,Male,Student,Healthcare,Low,Other Android,2020,,,,,,,,,,,,
443,48,Male,Employed,Software Engineer,High,Samsung,2023,,,,,,,,,,,,
444,29,Female,Freelancer,,Medium,Apple,2021,,,,,,,,,,,,
445,55,Female,Retired,,Low,Google,2019,,,,,,,,,,,,
446,41,Male,Employed,Marketing Specialist,Medium,Samsung,2022,,,,,,,,,,,,
447,20,Female,Student,Arts,Low,Other Android,2020,,,,,,,,,,,,
448,33,Male,Employed,Data Scientist,High,Apple,2023,,,,,,,,,,,,
449,27,Female,Freelancer,,Medium,Samsung,2021,,,,,,,,,,,,
450,60,Male,Retired,,Low,Google,2019,,,,,,,,,,,,
451,38,Female,Employed,Healthcare Professional,Medium,Apple,2022,,,,,,,,,,,,
452,24,Male,Student,Computer Science,Low,Other Android,2020,,,,,,,,,,,,
453,51,Male,Employed,IT Consultant,High,Samsung,2023,,,,,,,,,,,,
454,31,Female,Freelancer,,Medium,Apple,2021,,,,,,,,,,,,
455,58,Female,Retired,,Low,Google,2019,,,,,,,,,,,,
456,36,Male,Employed,Teacher,Medium,Samsung,2022,,,,,,,,,,,,
457,21,Female,Student,Business,Low,Other Android,2020,,,,,,,,,,,,
458,49,Female,Employed,UX Designer,High,Apple,2023,,,,,,,,,,,,
459,30,Male,Freelancer,,Medium,Samsung,2021,,,,,,,,,,,,
460,62,Male,Retired,,Low,Google,2019,,,,,,,,,,,,
461,34,Female,Employed,Accountant,Medium,Apple,2022,,,,,,,,,,,,
462,23,Male,Student,Engineering,Low,Other Android,2020,,,,,,,,,,,,
463,47,Male,Employed,Software Engineer,High,Samsung,2023,,,,,,,,,,,,
464,28,Female,Freelancer,,Medium,Apple,2021,,,,,,,,,,,,
465,56,Female,Retired,,Low,Google,2019,,,,,,,,,,,,
466,39,Male,Employed,Sales Manager,Medium,Samsung,2022,,,,,,,,,,,,
467,19,Female,Student,Healthcare,Low,Other Android,2020,,,,,,,,,,,,
468,50,Female,Employed,Data Scientist,High,Apple,2023,,,,,,,,,,,,
469,32,Male,Freelancer,,Medium,Samsung,2021,,,,,,,,,,,,
470,61,Male,Retired,,Low,Google,2019,,,,,,,,,,,,
471,37,Female,Employed,Marketing Specialist,Medium,Apple,2022,,,,,,,,,,,,
472,25,Male,Student,Arts,Low,Other Android,2020,,,,,,,,,,,,
473,46,Male,Employed,IT Consultant,High,Samsung,2023,,,,,,,,,,,,
474,26,Female,Freelancer,,Medium,Apple,2021,,,,,,,,,,,,
475,57,Female,Retired,,Low,Google,2019,,,,,,,,,,,,
476,40,Male,Employed,Healthcare Professional,Medium,Samsung,2022,,,,,,,,,,,,
477,18,Female,Student,Computer Science,Low,Other Android,2020,,,,,,,,,,,,
478,52,Female,Employed,Software Engineer,High,Apple,2023,,,,,,,,,,,,
479,33,Male,Freelancer,,Medium,Samsung,2021,,,,,,,,,,,,
480,63,Male,Retired,,Low,Google,2019,,,,,,,,,,,,
481,35,Female,Employed,Teacher,Medium,Apple,2022,,,,,,,,,,,,
482,22,Male,Student,Business,Low,Other Android,2020,,,,,,,,,,,,
483,48,Male,Employed,Data Scientist,High,Samsung,2023,,,,,,,,,,,,
484,29,Female,Freelancer,,Medium,Apple,2021,,,,,,,,,,,,
485,55,Female,Retired,,Low,Google,2019,,,,,,,,,,,,
486,41,Male,Employed,Accountant,Medium,Samsung,2022,,,,,,,,,,,,
487,20,Female,Student,Engineering,Low,Other Android,2020,,,,,,,,,,,,
488,33,Male,Employed,UX Designer,High,Apple,2023,,,,,,,,,,,,
489,27,Female,Freelancer,,Medium,Samsung,2021,,,,,,,,,,,,
490,60,Male,Retired,,Low,Google,2019,,,,,,,,,,,,
491,38,Female,Employed,Sales Manager,Medium,Apple,2022,,,,,,,,,,,,
492,24,Male,Student,Healthcare,Low,Other Android,2020,,,,,,,,,,,,
493,51,Male,Employed,Software Engineer,High,Samsung,2023,,,,,,,,,,,,
494,31,Female,Freelancer,,Medium,Apple,2021,,,,,,,,,,,,
495,58,Female,Retired,,Low,Google,2019,,,,,,,,,,,,
496,36,Male,Employed,Marketing Specialist,Medium,Samsung,2022,,,,,,,,,,,,
497,21,Female,Student,Arts,Low,Other Android,2020,,,,,,,,,,,,
498,49,Female,Employed,Data Scientist,High,Apple,2023,,,,,,,,,,,,
499,30,Male,Freelancer,,Medium,Samsung,2021,,,,,,,,,,,,
500,62,Male,Retired,,Low,Google,2019,,,,,,,,,,,,
